,emojis,urls,hashtags,users,words,unique_words,chars,stopwords,punctuations,numerics,upper,title
1021,0,0,1,1,23,20,121,4,3,0,1,8
9442,0,0,0,1,9,9,42,5,1,0,0,1
8691,0,0,0,1,9,9,61,1,8,0,0,1
10958,0,0,0,2,25,23,122,12,2,0,0,3
12135,0,0,0,2,27,26,151,6,3,0,0,4
13134,0,0,0,1,17,12,77,4,7,0,0,5
117,1,0,0,1,10,10,51,3,1,0,0,1
13178,0,1,0,5,32,26,166,13,1,0,0,3
9738,0,0,0,3,27,25,143,7,3,0,1,13
3012,0,0,0,1,11,11,59,4,0,0,0,2
8352,0,0,0,4,7,4,44,0,0,0,0,1
1699,0,0,0,1,49,46,276,17,9,0,0,8
4810,0,0,0,1,24,24,150,10,3,0,1,2
13125,0,0,0,1,17,16,89,6,3,0,0,4
7783,0,0,0,1,48,40,290,17,17,0,1,5
10010,0,0,0,3,14,12,82,6,0,0,0,0
6918,0,0,0,1,10,9,48,4,1,0,0,1
7506,0,0,0,1,19,19,99,10,8,0,1,1
10689,0,0,0,3,12,9,62,3,3,0,0,3
4636,0,0,0,1,57,48,277,23,13,2,2,6
5152,0,0,0,1,13,13,83,3,2,0,0,8
7458,0,0,0,2,10,9,49,3,2,0,0,1
1713,1,0,0,2,30,26,167,9,3,0,1,5
5368,0,0,0,1,7,7,32,2,1,0,1,2
3818,0,0,0,1,34,30,198,13,2,1,1,3
9929,0,0,0,4,29,26,178,7,4,0,0,4
8843,0,0,0,1,20,20,94,8,1,0,1,2
2555,0,0,0,1,3,3,17,0,1,0,0,1
5633,0,0,0,1,53,42,290,19,7,0,6,7
11581,0,0,0,3,49,43,290,16,12,0,0,4
2016,0,0,1,1,19,18,101,5,2,0,0,3
10454,0,0,0,2,9,8,53,0,1,0,0,1
6043,0,0,0,2,14,13,90,4,6,0,0,1
7571,0,0,0,1,10,10,53,4,4,0,0,2
11084,0,0,0,1,4,4,23,1,0,0,0,1
9632,0,0,0,1,7,6,33,2,2,0,0,2
12151,1,0,0,8,44,34,236,15,5,0,0,5
2800,0,0,6,1,35,28,234,9,4,0,3,4
7702,0,0,0,1,26,25,127,11,3,0,0,5
11348,0,1,0,8,27,17,141,9,1,0,0,3
10149,0,0,0,4,14,11,83,3,5,0,0,2
10512,0,0,0,1,14,14,82,4,1,0,0,2
10262,0,0,6,0,49,45,274,15,10,2,2,7
7474,0,0,0,2,5,4,28,1,1,0,0,1
2734,0,0,0,2,5,4,23,1,1,0,0,1
11162,0,0,0,1,48,43,244,22,12,0,2,4
4082,0,1,1,2,13,11,80,4,2,0,0,2
10858,2,0,0,20,59,37,301,17,6,0,1,3
8850,0,0,0,1,52,46,286,14,0,0,14,6
6875,0,0,0,3,23,19,136,10,2,0,0,3
7500,0,0,0,1,5,5,19,2,1,0,0,0
373,0,1,0,2,10,9,48,2,0,0,0,1
12259,0,0,0,1,24,22,119,8,2,0,2,12
1215,0,0,3,1,22,22,181,3,10,0,0,7
11304,0,1,10,0,49,42,274,15,4,1,5,11
3717,0,1,4,2,38,37,241,13,4,0,11,2
8405,0,0,0,1,14,14,65,5,1,0,0,1
9263,0,1,0,1,33,31,195,12,6,0,0,6
6101,0,1,6,0,32,27,215,5,5,1,2,5
3526,0,0,0,2,23,21,130,7,3,0,0,3
4284,1,0,0,2,7,6,33,0,0,0,4,0
2352,0,0,0,1,18,17,98,5,1,0,0,1
10595,0,0,0,3,7,5,39,2,0,0,0,1
751,0,0,0,3,54,42,296,27,15,0,0,3
8689,0,0,0,5,27,23,159,7,3,0,2,3
11451,0,1,3,0,18,18,122,2,2,0,2,11
3511,0,0,0,0,22,20,125,7,10,0,0,9
5980,0,0,0,1,7,7,35,0,0,0,6,0
9570,0,2,1,0,7,6,52,1,1,0,0,3
12852,0,0,0,2,52,45,277,21,6,0,0,6
650,0,0,0,1,12,11,61,4,1,0,0,1
9982,1,0,0,1,50,43,248,20,2,0,1,2
1721,0,0,0,1,7,7,40,3,1,0,0,1
10054,0,0,0,1,21,21,132,5,2,0,0,4
9960,0,0,3,2,18,16,105,5,2,0,5,1
4606,0,0,0,1,6,6,31,2,0,0,0,1
851,0,0,1,1,45,41,254,16,5,0,3,7
5318,0,0,0,2,17,16,102,7,2,0,0,3
7349,0,0,2,0,47,42,274,17,1,0,2,5
9148,1,0,0,1,21,20,121,8,3,0,0,2
1177,0,0,0,1,27,24,150,10,2,0,3,5
840,0,0,0,1,18,18,97,9,3,0,1,2
4861,0,0,0,1,18,16,75,12,0,0,0,1
3298,0,0,1,1,40,31,237,17,5,0,2,4
1415,0,0,0,2,25,21,131,8,3,0,0,3
196,0,0,0,3,18,16,117,7,1,0,0,3
12918,0,0,0,4,58,45,304,22,4,1,4,4
8341,1,0,0,1,6,6,26,1,0,0,0,0
3107,0,0,0,1,7,7,35,1,0,1,0,0
4182,0,0,0,2,9,8,46,3,4,0,1,2
6772,0,0,0,1,4,4,36,0,4,0,0,1
12821,0,0,0,6,8,3,47,0,1,0,0,0
4133,3,1,2,1,14,14,66,0,1,0,2,7
6910,0,0,0,1,4,4,17,1,1,0,0,0
11781,0,0,0,1,17,16,90,6,3,0,2,3
108,0,0,0,1,39,35,186,18,6,0,4,1
7208,3,1,6,1,33,30,245,7,3,0,2,14
10381,0,0,0,1,4,4,26,0,0,0,0,0
7288,0,0,0,5,52,44,292,17,10,0,1,5
10038,0,0,0,2,49,46,291,13,13,0,13,6
8242,0,0,1,1,21,20,102,10,2,0,0,1
1768,0,0,0,3,43,38,249,14,2,0,0,1
4157,0,0,0,4,39,33,202,20,1,1,1,0
4689,1,0,0,1,36,36,231,13,4,0,0,2
6089,0,0,1,2,27,24,150,9,8,0,2,1
13019,0,0,0,2,56,46,290,20,10,0,1,2
10248,3,1,0,49,56,8,327,1,0,0,0,1
9581,0,0,0,1,6,6,30,1,1,0,0,1
3241,0,0,0,1,3,3,16,0,0,0,0,1
5707,0,0,0,1,55,42,284,22,4,0,0,7
4379,0,0,0,3,54,45,293,16,4,0,1,4
3074,0,0,0,1,56,50,283,21,5,0,2,13
13148,0,1,0,2,7,6,32,3,0,0,0,1
3435,0,0,1,1,44,35,268,15,5,0,2,9
11756,0,0,0,1,4,4,20,1,0,0,0,1
6268,0,0,1,2,14,12,80,1,0,0,2,3
7297,0,0,0,1,8,8,53,2,0,0,0,1
11887,0,0,0,2,44,40,252,18,3,1,0,2
11121,0,0,0,1,47,41,276,17,7,0,4,8
7609,0,0,0,3,38,29,179,17,5,0,1,5
5424,0,0,0,2,8,7,43,1,1,0,0,2
3285,1,0,0,1,37,34,160,18,1,1,1,3
9190,0,0,0,1,63,51,286,33,9,0,2,7
6334,0,0,0,1,39,37,252,15,4,0,0,2
8419,0,0,0,1,6,6,31,2,4,0,1,2
8067,1,1,7,1,20,20,156,5,3,0,0,7
3226,2,0,0,3,31,26,130,9,5,0,2,7
2552,3,0,0,1,16,15,86,5,2,0,1,1
5788,0,0,0,2,10,9,44,3,1,0,0,0
11050,0,1,0,2,8,7,41,1,0,0,0,1
1291,0,0,0,2,14,13,80,3,5,0,0,2
1779,0,0,0,3,18,16,82,6,1,0,2,2
3617,0,1,4,1,25,24,148,2,8,0,10,0
4326,0,0,0,1,38,35,210,19,2,0,0,11
5735,0,0,0,0,15,14,77,6,1,0,0,1
6626,0,1,0,3,10,8,55,2,0,0,0,1
10631,0,0,1,1,32,29,173,14,3,0,1,3
1253,0,0,0,9,42,33,241,15,4,0,0,0
3063,0,0,0,5,63,54,309,17,2,0,7,15
4986,0,0,0,4,24,21,121,6,3,0,5,2
12415,0,0,0,1,43,40,222,18,0,0,0,4
818,0,0,0,1,47,41,257,18,4,0,3,3
7031,0,0,0,2,18,17,83,8,2,1,0,1
8543,0,1,0,1,25,24,131,8,24,0,1,5
6151,0,0,0,1,5,5,21,1,0,0,0,1
4908,0,0,0,2,60,39,290,32,3,0,0,4
6281,0,0,0,1,23,20,108,10,3,0,3,3
6047,0,0,0,4,50,44,291,18,15,0,1,9
12004,0,0,0,3,8,6,51,2,3,0,0,1
3674,0,0,2,1,11,11,58,0,1,0,2,6
6098,0,0,0,1,22,21,139,8,1,0,0,1
10859,0,0,0,1,9,9,50,3,1,0,0,2
11900,14,1,0,0,52,35,235,3,20,0,0,18
7027,0,0,0,5,21,16,103,6,2,0,0,2
2597,0,0,0,1,11,9,62,0,5,0,0,4
8432,0,0,0,1,28,22,152,13,3,0,0,3
6364,0,0,0,1,22,20,115,11,0,0,0,0
9794,0,0,0,1,4,4,21,1,0,0,0,1
3656,1,0,0,1,14,14,71,7,1,0,0,2
3256,0,0,0,1,14,14,66,4,3,0,0,3
8344,0,0,2,1,24,22,125,5,8,0,0,2
12719,4,0,0,1,15,12,76,8,0,0,0,0
1,2,1,2,3,11,9,67,0,3,0,1,2
659,0,0,0,49,62,13,377,5,6,0,0,0
11032,0,0,0,1,14,14,68,5,2,0,0,2
6979,0,0,0,2,28,27,142,12,5,0,0,4
5362,0,0,0,5,19,14,103,8,1,0,0,1
4504,0,0,0,3,45,40,219,20,4,1,0,5
8014,0,0,0,1,13,13,65,4,4,0,1,3
4562,0,0,0,1,9,9,61,3,8,0,0,2
4478,0,0,0,2,47,40,255,17,5,0,0,7
12088,0,0,0,7,29,22,163,10,2,1,0,2
562,0,1,0,4,18,15,125,3,5,0,4,3
10508,0,0,0,2,21,19,115,8,2,0,1,5
10767,0,0,0,1,17,15,94,7,0,0,0,2
1496,0,0,1,2,54,46,271,19,5,1,3,7
1378,2,0,0,2,38,32,185,17,4,0,1,4
2870,0,0,0,2,26,23,156,11,12,0,1,0
1645,0,0,0,3,8,6,40,3,2,0,0,0
5690,0,0,0,1,4,4,21,2,0,0,0,0
5049,0,0,0,2,31,28,155,16,0,0,0,1
10111,1,0,0,1,7,7,34,3,1,0,0,2
10970,0,0,0,1,39,35,215,17,2,0,0,10
12995,0,0,0,1,51,41,285,6,10,0,5,21
1347,1,1,1,1,10,10,41,2,6,0,1,1
122,0,0,0,2,4,3,21,0,0,0,0,1
6316,0,0,0,0,18,18,108,2,4,1,2,5
683,0,1,0,0,19,19,96,2,3,0,2,13
1328,0,0,0,1,41,38,219,14,4,0,0,6
4610,1,0,0,2,15,14,76,5,0,0,0,1
5054,0,0,0,3,24,21,114,10,3,0,1,4
3697,1,0,0,2,54,48,271,18,3,0,4,5
504,0,0,0,1,4,4,27,0,1,0,0,1
1427,0,1,1,0,50,41,286,21,9,0,1,7
1666,0,0,0,1,17,17,92,6,2,0,1,2
3825,0,0,0,1,4,4,25,0,1,0,0,1
11330,0,0,0,1,7,7,36,4,0,0,0,0
6908,0,0,0,1,13,13,80,5,3,0,0,1
56,0,0,0,2,30,29,152,13,3,0,0,5
5654,0,0,0,2,50,47,295,19,10,0,1,9
7853,0,0,0,1,21,21,113,8,7,0,1,2
3447,0,0,0,2,55,41,284,32,10,0,0,3
12172,0,0,0,3,22,20,138,8,2,0,1,1
12563,0,0,0,2,12,11,70,4,2,0,0,2
8203,0,0,0,3,22,20,142,8,4,0,0,3
7651,0,0,0,2,32,26,166,14,2,0,1,1
8727,0,1,1,0,14,14,89,3,1,0,0,1
11637,0,0,0,1,7,7,29,1,0,0,0,0
9380,0,0,0,1,36,28,244,7,6,0,0,2
9055,0,0,0,2,15,14,94,2,1,0,0,5
11528,0,0,0,1,12,11,61,5,0,0,0,4
11651,0,0,2,5,25,21,149,6,3,0,1,3
11846,2,0,0,1,46,39,260,15,2,0,0,4
11448,1,0,0,2,24,22,131,5,2,0,1,2
3252,0,0,0,2,29,27,158,11,4,0,1,3
8260,0,0,0,1,14,13,71,7,0,0,0,2
3903,0,1,3,1,10,8,58,0,0,0,0,1
9068,1,0,0,1,12,11,53,1,1,1,0,2
4682,0,0,0,1,37,25,177,21,2,0,1,1
1157,2,0,0,2,20,18,102,9,0,1,0,1
11650,0,1,0,0,17,17,87,5,2,0,0,3
779,0,0,0,3,12,9,60,4,1,0,0,1
9591,1,0,0,1,19,19,100,5,6,0,0,3
8471,0,1,0,1,16,14,89,7,1,0,0,2
11214,0,0,0,2,24,20,120,7,5,0,1,2
10429,0,0,0,1,52,46,286,21,13,0,2,6
8379,0,0,0,2,29,25,149,10,5,0,1,6
2210,0,0,0,2,15,14,72,4,3,1,0,0
9843,0,0,0,1,22,20,125,10,4,0,1,2
6945,0,0,0,2,11,9,58,3,4,0,0,1
8448,0,0,0,3,52,46,298,19,10,0,4,3
6599,0,0,0,3,25,19,135,13,2,0,0,1
1688,0,0,0,1,8,8,37,1,1,0,1,2
3995,0,0,0,0,21,20,111,7,0,0,1,2
7813,2,0,0,2,50,41,270,20,4,0,1,4
5147,1,0,0,1,20,19,90,5,4,0,0,3
10043,0,0,0,1,18,18,97,7,5,0,1,1
2250,0,0,0,3,15,12,78,5,0,0,0,1
11043,0,0,1,1,24,24,136,10,2,0,0,2
1245,0,1,1,0,27,25,149,10,2,1,1,1
7337,0,1,0,13,30,18,167,6,1,1,1,1
9257,0,0,1,3,44,40,259,9,11,0,0,13
7153,0,0,0,1,13,9,48,2,0,0,0,0
8204,0,0,1,1,25,20,127,10,3,0,1,3
3386,0,1,3,2,11,11,89,1,4,0,0,3
2429,0,0,0,1,26,26,136,12,2,0,0,4
11827,0,0,0,1,4,4,22,0,0,0,0,1
12968,0,0,0,4,13,10,75,2,3,0,0,3
10882,0,0,0,22,35,14,208,4,2,0,0,4
10251,0,0,0,2,5,4,27,1,5,0,0,0
12895,0,0,0,1,17,17,89,7,1,0,0,3
5750,0,0,0,6,16,11,79,2,0,0,1,2
12674,1,0,0,1,11,11,56,4,0,0,0,2
9600,0,0,0,2,24,22,131,9,3,0,1,3
10281,0,0,0,4,37,31,203,18,2,0,0,2
5561,0,0,0,2,14,12,84,4,1,0,0,2
10864,0,0,0,1,23,22,128,9,2,0,0,2
170,0,1,1,11,39,29,217,10,5,0,0,1
4163,0,0,0,2,16,14,92,5,2,0,2,2
1757,1,0,0,2,14,13,67,6,1,0,1,2
2076,0,0,0,1,11,11,73,2,1,0,0,3
4252,3,0,0,1,15,15,65,5,0,0,0,1
8895,0,0,1,4,33,30,193,9,2,0,2,4
6951,0,1,5,0,27,22,156,11,7,0,0,6
10176,0,1,3,1,36,31,201,17,5,0,2,3
5643,0,0,11,0,40,38,251,13,3,0,4,5
1387,0,0,0,1,4,4,21,1,3,0,0,1
4596,0,0,0,3,35,29,181,10,5,0,1,7
9427,0,0,1,1,34,30,203,14,4,0,1,4
2771,0,0,0,2,24,20,128,11,3,0,0,3
5940,1,0,0,1,6,6,33,0,1,0,0,1
12625,0,0,0,1,17,15,74,8,3,0,1,2
899,0,0,0,1,35,31,194,11,8,0,0,5
3753,0,0,0,6,29,24,163,8,3,0,1,4
10367,0,0,0,1,50,45,287,16,12,0,3,6
11452,1,0,0,2,7,6,34,2,0,0,1,1
6055,0,0,0,2,6,5,34,2,4,0,0,1
6884,0,2,2,0,19,18,116,5,1,0,1,0
4024,0,0,0,1,37,33,222,15,4,0,0,7
9396,0,1,1,0,47,45,283,12,12,4,1,8
8655,0,0,0,9,26,18,155,6,2,0,0,2
5630,0,0,0,6,52,39,274,16,11,0,3,4
1990,0,0,0,1,23,22,117,10,3,0,0,4
143,2,0,0,1,5,5,26,2,0,0,0,1
11254,0,0,0,1,16,16,103,5,3,0,0,3
11746,1,0,1,1,50,45,284,18,3,1,8,3
13139,0,0,0,1,10,10,51,4,1,0,0,2
1609,0,0,0,1,46,39,241,19,6,0,3,8
2655,0,1,5,0,31,28,196,13,1,0,1,7
10812,0,1,0,1,13,13,56,5,1,0,1,1
7212,0,0,0,0,47,41,278,13,17,0,12,2
157,0,0,2,2,32,26,183,13,1,0,2,3
12937,2,1,14,0,42,41,277,8,2,0,2,5
4600,0,0,1,2,7,6,44,2,0,0,1,0
107,0,0,0,1,7,7,38,2,4,0,0,1
5522,1,0,0,1,20,20,97,9,0,0,1,2
5349,0,0,0,1,31,29,162,13,1,0,1,3
11339,0,0,0,1,7,7,39,2,0,0,0,1
259,0,0,0,1,6,6,38,1,1,0,0,3
3344,1,0,0,1,7,7,39,2,2,0,0,1
11608,0,0,0,3,30,25,163,8,4,0,0,8
5890,0,0,0,1,26,22,138,13,4,0,0,1
7225,0,0,0,1,13,13,73,5,5,0,0,1
10438,0,0,0,2,15,14,76,3,0,0,1,2
2072,0,0,0,3,35,30,188,14,4,0,0,7
9456,0,0,0,1,8,8,49,1,0,0,0,2
8200,0,0,0,1,8,7,40,3,4,0,0,1
6809,0,1,1,3,27,24,160,10,3,0,0,3
9841,0,0,0,4,39,30,215,13,5,0,0,6
7481,0,0,0,1,15,14,68,5,3,0,1,3
1678,0,0,0,1,16,16,93,5,4,0,1,2
7741,0,0,0,2,54,45,287,25,4,0,1,6
5990,1,1,0,1,42,34,206,15,4,0,1,3
11124,0,0,0,1,45,42,285,13,10,0,1,6
6139,0,0,0,1,6,6,28,1,1,0,0,1
10650,1,2,11,3,32,28,265,4,5,0,3,8
8104,0,0,0,3,9,7,57,2,1,0,0,1
1901,0,0,0,2,32,26,192,12,8,0,0,4
7913,0,0,0,2,43,35,214,20,4,0,0,5
12534,0,0,0,1,20,17,102,6,5,0,0,1
4441,0,0,0,0,19,19,140,2,6,2,1,3
8884,0,0,0,1,8,8,30,0,0,0,7,0
7510,0,2,0,0,40,36,212,12,16,0,3,2
1689,0,0,0,3,48,40,269,15,8,0,3,1
1663,0,1,0,0,13,13,64,4,0,0,0,1
2418,0,0,0,1,16,16,98,7,6,0,0,2
1624,0,0,0,1,12,12,58,5,1,0,1,2
7418,0,0,1,0,6,6,27,3,0,0,1,1
12094,0,0,0,1,26,25,124,10,6,0,0,0
4207,0,0,0,1,7,7,32,1,0,0,0,3
9196,0,1,0,1,16,15,80,6,0,0,1,1
1403,1,0,0,2,22,19,92,12,2,0,2,1
8380,0,0,0,5,34,29,180,13,4,0,1,6
7307,0,1,0,1,7,7,43,0,0,0,4,0
7235,0,1,0,2,11,10,57,4,1,0,0,1
7832,0,1,1,2,23,19,92,6,3,1,3,1
9512,0,0,0,3,12,10,61,2,3,0,0,1
10484,0,0,0,2,39,31,211,17,6,0,1,3
9304,0,0,0,1,35,26,204,13,6,0,1,8
4419,0,1,3,0,10,10,65,1,1,0,2,5
8607,0,1,0,1,16,11,57,2,0,0,1,4
4358,0,0,0,2,38,33,193,18,3,0,3,4
11638,0,0,0,1,4,4,20,1,0,0,0,1
4568,0,0,0,6,25,20,139,7,1,0,0,2
3148,0,0,0,11,67,47,343,27,0,0,1,10
9285,0,0,0,2,11,9,56,3,5,0,0,1
7182,0,0,0,1,9,9,55,2,2,0,0,2
10515,0,0,0,1,22,22,118,8,8,0,2,7
489,0,0,1,6,47,33,242,20,2,0,3,3
8516,0,0,0,1,14,14,83,4,1,0,0,1
1042,0,0,0,2,8,7,36,2,1,0,1,1
3924,0,0,0,1,47,45,293,13,17,0,8,3
8244,0,0,0,1,12,11,56,5,1,0,0,2
1664,0,1,1,0,18,18,121,0,3,0,0,16
11730,0,0,0,2,8,7,35,2,2,0,0,3
5456,0,0,0,3,17,15,91,6,1,0,0,1
870,0,0,0,13,18,6,104,3,0,0,0,1
6684,0,0,0,1,8,8,37,2,0,0,1,1
1218,0,0,0,1,33,32,182,13,3,0,0,5
6041,0,0,0,2,24,23,135,8,2,0,-1,2
826,0,0,0,1,19,18,74,9,1,0,2,3
10905,0,0,0,9,37,23,198,13,2,0,2,3
11420,0,0,0,1,15,13,79,5,1,0,0,1
11415,0,0,0,1,15,13,82,5,5,1,0,4
11276,1,1,1,4,12,9,66,1,2,0,1,2
2478,0,0,0,1,33,30,187,12,4,0,1,4
710,0,1,0,2,6,5,36,1,1,0,0,0
6966,0,0,0,7,29,23,153,9,2,0,0,1
7606,1,0,0,2,18,16,89,9,7,0,0,2
9236,0,0,0,2,3,2,17,0,1,0,0,1
11437,0,0,0,2,8,7,41,2,2,0,0,1
675,1,0,0,1,19,18,88,6,0,0,0,0
11583,0,0,0,1,5,5,19,2,0,0,0,1
266,0,0,0,2,20,18,96,7,2,0,2,2
1606,0,0,0,2,28,26,150,9,2,0,2,5
12520,0,0,0,2,12,11,76,3,0,0,0,1
7873,0,0,0,2,11,9,57,4,1,0,0,1
6657,1,0,0,2,50,42,259,21,3,0,1,3
10204,0,0,0,4,20,13,95,6,3,0,0,3
9187,0,1,14,0,28,28,219,6,5,0,0,8
13116,15,0,1,1,20,19,131,0,2,0,16,1
6202,0,0,0,1,2,2,13,0,0,0,0,1
10490,0,1,2,0,38,33,185,8,12,0,10,6
1498,0,0,0,1,20,18,107,6,2,0,0,3
12141,3,0,0,1,24,22,124,11,4,0,1,2
5297,1,0,0,6,9,4,46,1,0,0,0,1
5396,0,0,0,5,46,39,265,14,5,0,1,7
1306,0,0,0,1,15,15,74,4,3,0,0,3
12902,0,0,0,3,18,14,93,8,1,0,0,1
8149,0,0,0,1,51,45,287,16,11,1,4,6
906,0,0,0,1,9,9,55,1,3,0,0,1
3562,0,1,0,1,8,8,40,2,1,0,1,2
10837,0,0,1,1,20,20,105,9,1,0,1,1
8555,0,0,0,2,11,10,56,3,0,0,1,2
5287,0,0,0,50,74,23,407,9,4,1,0,3
5067,0,0,0,0,57,44,275,13,12,0,0,2
1706,0,0,0,1,2,2,11,0,1,0,1,0
5913,0,0,0,2,11,10,50,4,2,0,0,2
7084,0,0,0,1,24,23,138,10,3,0,0,4
12267,0,0,0,1,21,20,107,7,2,1,0,4
11916,0,0,0,1,28,23,147,17,0,0,2,0
5079,4,0,0,3,7,5,40,1,0,0,0,1
5966,0,1,0,0,30,26,173,10,2,0,4,7
8606,0,0,1,2,6,5,35,2,0,0,0,2
12300,0,0,0,2,48,41,274,16,10,0,0,5
2240,0,0,0,1,23,22,133,10,6,0,1,2
6811,0,0,0,2,15,14,75,5,1,0,0,3
7555,0,1,1,2,19,17,109,5,1,0,1,1
4604,0,0,0,1,42,35,217,18,7,0,2,7
6528,0,0,0,2,24,23,136,7,3,0,0,3
7080,0,0,1,6,39,32,251,5,15,1,7,14
26,0,1,3,0,16,16,119,2,3,0,2,5
11430,0,0,1,2,7,6,47,1,2,0,0,2
8865,1,0,0,1,5,5,21,0,0,0,0,1
401,0,1,0,1,10,10,50,3,1,0,1,1
1327,0,1,0,3,14,12,84,2,0,0,0,1
4785,0,0,0,3,19,16,115,7,3,0,0,0
13238,0,0,0,1,2,2,11,0,0,0,0,1
346,3,0,0,1,21,21,106,9,4,0,1,3
2094,0,0,0,1,5,5,34,0,1,0,0,1
7742,0,1,1,0,41,34,212,17,2,1,0,3
2627,0,0,0,1,4,4,24,0,0,0,0,3
7131,0,0,0,50,102,45,560,21,6,1,1,0
1536,0,0,0,3,8,6,52,1,0,0,1,1
1095,0,0,0,1,7,7,30,1,0,0,0,1
278,0,0,0,1,23,22,137,9,3,0,0,3
12374,3,0,0,2,7,6,32,2,0,0,0,1
10911,0,0,0,5,20,16,112,5,3,0,0,4
10587,0,0,0,2,11,10,77,0,6,0,9,0
3245,0,0,0,2,45,36,242,21,27,0,2,12
4334,0,0,0,1,9,9,44,2,3,0,0,2
2529,0,0,0,1,15,14,85,8,1,0,0,3
6755,0,1,2,1,7,7,44,2,0,0,1,1
5180,0,0,0,2,16,14,76,8,1,0,1,1
13,0,0,0,3,17,15,92,4,2,0,0,4
12351,0,0,0,3,8,6,48,2,2,0,0,0
12597,0,0,0,1,23,20,105,8,0,0,2,4
975,0,0,0,3,45,36,269,18,0,0,0,4
8257,0,1,0,0,22,21,125,5,2,0,2,3
7685,0,0,0,1,11,11,58,3,0,0,0,2
3574,0,2,13,0,40,36,264,7,1,0,1,11
13231,0,0,0,2,5,4,30,0,3,0,3,0
1015,0,0,0,2,8,7,44,1,1,0,1,1
5953,0,0,0,1,14,14,79,4,2,0,0,2
9225,0,0,1,1,9,9,51,4,0,0,0,2
7112,0,0,0,1,17,16,98,7,4,0,0,2
9743,0,1,3,0,49,42,261,15,11,0,6,4
12433,0,0,0,3,12,10,72,3,1,0,0,2
324,0,0,0,4,46,37,265,13,5,0,4,7
9827,0,0,0,1,46,41,236,22,7,0,5,0
5861,0,0,0,2,59,44,245,21,9,0,4,5
6814,0,1,12,0,31,30,207,6,4,0,4,7
1700,0,1,0,4,10,7,57,1,1,0,0,1
11479,0,0,0,2,16,14,87,7,1,0,0,2
3049,0,0,0,1,9,9,56,3,0,0,0,1
7611,0,0,0,1,5,5,29,1,1,0,0,0
13155,0,1,0,0,45,41,259,10,0,2,0,6
4592,0,1,0,1,23,21,111,10,0,0,0,0
12248,0,0,0,1,19,19,92,7,0,0,0,1
2916,0,0,0,1,14,14,79,6,1,0,0,0
11183,0,1,10,1,16,15,140,0,1,0,2,3
7206,0,1,2,2,16,15,86,4,1,0,1,2
3597,1,0,0,1,5,5,19,1,1,0,0,1
3548,0,0,0,1,8,8,41,3,1,0,0,2
6034,0,0,0,1,11,11,66,2,0,0,0,1
8037,0,1,0,1,4,4,25,0,3,0,0,2
6243,0,0,0,1,9,9,54,2,1,0,0,4
6150,0,0,0,1,58,43,286,29,2,0,0,7
1657,0,0,0,2,10,9,47,5,1,0,0,2
11555,0,0,0,1,51,46,282,16,8,0,5,6
11453,0,0,0,1,11,11,65,3,2,0,0,5
2962,0,0,0,1,55,47,279,23,4,0,0,3
6943,0,0,0,1,27,26,152,10,4,0,1,3
6294,0,0,0,1,2,2,14,0,0,0,0,1
12041,0,0,3,1,43,35,271,16,10,0,1,4
9301,0,0,0,2,23,19,115,11,4,0,0,3
536,0,1,1,0,23,22,146,6,20,0,2,0
4750,0,0,0,1,25,24,140,10,4,0,1,4
12564,0,1,12,0,39,34,259,5,6,0,6,12
11458,0,0,0,2,5,4,38,0,1,0,0,1
2727,0,0,0,1,19,19,89,7,1,1,0,2
1844,1,0,0,1,3,3,17,0,0,0,0,1
3789,6,1,0,1,10,10,53,4,0,0,0,1
3991,0,0,0,1,20,20,111,6,1,0,4,2
1136,0,0,0,1,30,28,161,11,2,0,1,3
12754,0,0,0,6,54,44,318,19,12,0,0,4
7649,0,1,0,4,50,38,260,19,10,0,0,5
3637,0,0,0,0,30,26,163,14,5,0,0,3
5826,0,0,0,5,42,35,235,15,2,0,1,3
7380,0,0,0,2,15,13,77,6,1,0,0,1
5271,0,0,0,5,20,16,98,8,1,0,0,1
5446,0,0,0,1,13,13,85,3,2,0,0,2
10907,0,0,0,3,53,41,278,22,9,0,0,7
9933,0,0,0,1,4,4,22,0,0,0,2,0
9861,0,0,0,1,15,13,94,5,3,0,0,0
4524,0,1,2,0,12,12,69,3,4,0,2,1
10455,0,0,0,3,48,40,276,18,8,0,1,7
9265,0,0,0,1,45,39,216,22,3,0,1,4
11141,0,1,5,0,15,15,97,3,1,0,1,8
6046,0,0,1,2,20,19,132,6,6,0,1,3
1332,0,0,0,1,52,47,285,18,7,0,1,5
3855,0,0,0,1,34,32,185,14,1,0,0,3
4820,0,1,3,0,13,13,94,4,0,0,0,0
12470,0,0,0,3,40,34,237,15,8,0,0,6
10904,0,0,0,2,10,9,48,5,0,0,0,1
4745,0,1,0,1,46,38,236,26,2,0,0,6
1968,0,0,0,1,18,16,105,8,1,0,0,1
12401,0,0,0,1,42,33,285,2,11,0,2,26
529,0,0,0,2,13,12,80,3,1,0,0,1
3713,0,0,2,1,17,15,80,9,1,0,2,0
8335,0,0,0,2,21,19,122,6,2,0,0,3
12558,0,3,5,1,25,20,145,1,1,0,4,9
7268,0,0,0,4,11,8,59,3,0,0,0,1
11482,0,0,0,1,29,27,159,9,4,0,2,5
4779,0,0,0,4,21,17,98,6,3,0,0,2
2906,0,1,0,3,49,41,271,10,9,2,0,2
4448,0,1,1,2,36,32,215,6,13,1,1,13
8324,0,0,0,5,31,26,195,11,2,0,1,3
